αντιπροσωπεύω	αντιπροσωπεύεις	V;2;SG;IPFV;PRS
αντιπροσωπεύω	αντιπροσώπευες	V;2;SG;IPFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύεις	V;2;SG;IPFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύεις	V;2;SG;IPFV;SBJV
αντιπροσωπεύω	αντιπροσώπευε	V;2;SG;IMP
αντιπροσωπεύω	αντιπροσωπεύει	V;3;SG;IPFV;PRS
αντιπροσωπεύω	αντιπροσώπευε	V;3;SG;IPFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύει	V;3;SG;IPFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύει	V;3;SG;IPFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύουμε, αντιπροσωπεύομε	V;1;PL;IPFV;PRS
αντιπροσωπεύω	αντιπροσωπεύαμε	V;1;PL;IPFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύουμε, αντιπροσωπεύομε	V;1;PL;IPFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύουμε, αντιπροσωπεύομε	V;1;PL;IPFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύετε	V;2;PL;IPFV;PRS
αντιπροσωπεύω	αντιπροσωπεύατε	V;2;PL;IPFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύετε	V;2;PL;IPFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύετε	V;2;PL;IPFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύετε	V;2;PL;IMP
αντιπροσωπεύω	αντιπροσωπεύουν, αντιπροσωπεύουνε	V;3;PL;IPFV;PRS
αντιπροσωπεύω	αντιπροσώπευαν, αντιπροσωπεύαν, αντιπροσωπεύανε	V;3;PL;IPFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύουν, αντιπροσωπεύουνε	V;3;PL;IPFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύουν, αντιπροσωπεύουνε	V;3;PL;IPFV;SBJV
αντιπροσωπεύω	αντιπροσώπευσα	V;1;SG;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσω	V;1;SG;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσω	V;1;SG;PFV;SBJV
αντιπροσωπεύω	αντιπροσώπευσες	V;2;SG;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσεις	V;2;SG;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσεις	V;2;SG;PFV;SBJV
αντιπροσωπεύω	αντιπροσώπευσε	V;2;SG;IMP
αντιπροσωπεύω	αντιπροσώπευσε	V;3;SG;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσει	V;3;SG;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσει	V;3;SG;PFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύσαμε	V;1;PL;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσουμε, αντιπροσωπεύσομε	V;1;PL;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσουμε, αντιπροσωπεύσομε	V;1;PL;PFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύσατε	V;2;PL;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσετε	V;2;PL;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσετε	V;2;PL;PFV;SBJV
αντιπροσωπεύω	αντιπροσωπεύστε, αντιπροσωπεύτε	V;2;PL;IMP
αντιπροσωπεύω	αντιπροσώπευσαν, αντιπροσωπεύσαν, αντιπροσωπεύσανε	V;3;PL;PFV;PST
αντιπροσωπεύω	θα αντιπροσωπεύσουν, αντιπροσωπεύσουνε	V;3;PL;PFV;FUT
αντιπροσωπεύω	να αντιπροσωπεύσουν, αντιπροσωπεύσουνε	V;3;PL;PFV;SBJV
αντιπροσωπεύω	έχω αντιπροσωπεύσει	V;1;SG;PRF;PRS
αντιπροσωπεύω	είχα αντιπροσωπεύσει	V;1;SG;PRF;PST
αντιπροσωπεύω	θα έχω αντιπροσωπεύσει	V;1;SG;PRF;FUT
αντιπροσωπεύω	να έχω αντιπροσωπεύσει	V;1;SG;PRF;SBJV
αντιπροσωπεύω	έχεις αντιπροσωπεύσει	V;2;SG;PRF;PRS
αντιπροσωπεύω	είχες αντιπροσωπεύσει	V;2;SG;PRF;PST
αντιπροσωπεύω	θα έχεις αντιπροσωπεύσει	V;2;SG;PRF;FUT
αντιπροσωπεύω	να έχεις αντιπροσωπεύσει	V;2;SG;PRF;SBJV
αντιπροσωπεύω	έχει αντιπροσωπεύσει	V;3;SG;PRF;PRS
αντιπροσωπεύω	είχε αντιπροσωπεύσει	V;3;SG;PRF;PST
αντιπροσωπεύω	θα έχει αντιπροσωπεύσει	V;3;SG;PRF;FUT
αντιπροσωπεύω	να έχει αντιπροσωπεύσει	V;3;SG;PRF;SBJV
αντιπροσωπεύω	έχουμε αντιπροσωπεύσει	V;1;PL;PRF;PRS
αντιπροσωπεύω	είχαμε αντιπροσωπεύσει	V;1;PL;PRF;PST
αντιπροσωπεύω	θα έχουμε αντιπροσωπεύσει	V;1;PL;PRF;FUT
αντιπροσωπεύω	να έχουμε αντιπροσωπεύσει	V;1;PL;PRF;SBJV
αντιπροσωπεύω	έχετε αντιπροσωπεύσει	V;2;PL;PRF;PRS
αντιπροσωπεύω	είχατε αντιπροσωπεύσει	V;2;PL;PRF;PST
αντιπροσωπεύω	θα έχετε αντιπροσωπεύσει	V;2;PL;PRF;FUT
αντιπροσωπεύω	να έχετε αντιπροσωπεύσει	V;2;PL;PRF;SBJV
αντιπροσωπεύω	έχουν αντιπροσωπεύσει	V;3;PL;PRF;PRS
αντιπροσωπεύω	είχαν αντιπροσωπεύσει	V;3;PL;PRF;PST
αντιπροσωπεύω	θα έχουν αντιπροσωπεύσει	V;3;PL;PRF;FUT
αντιπροσωπεύω	να έχουν αντιπροσωπεύσει	V;3;PL;PRF;SBJV
αντιπροσωπεύω	αντιπροσωπεύοντας	V;PTCP
αντιπροσωπεύω	αντιπροσωπεύσει	V;NFIN

γομφίος	γομφίος	N;NOM;SG
γομφίος	γομφίοι	N;NOM;PL
γομφίος	γομφίου	N;GEN;SG
γομφίος	γομφίων	N;GEN;PL
γομφίος	γομφίο	N;ACC;SG
γομφίος	γομφίους	N;ACC;PL
γομφίος	γομφίε	N;VOC;SG
γομφίος	γομφίοι	N;VOC;PL

λωτός	λωτός	N;NOM;SG
λωτός	λωτοί	N;NOM;PL
λωτός	λωτού	N;GEN;SG
λωτός	λωτών	N;GEN;PL
λωτός	λωτό	N;ACC;SG
λωτός	λωτούς	N;ACC;PL
λωτός	λωτέ	N;VOC;SG
λωτός	λωτοί	N;VOC;PL

αγδίκητος	αγδίκητος	ADJ;NOM;SG;MASC
αγδίκητος	αγδίκητη	ADJ;NOM;SG;FEM
αγδίκητος	αγδίκητο	ADJ;NOM;SG;NEUT
αγδίκητος	αγδίκητοι	ADJ;NOM;PL;MASC
αγδίκητος	αγδίκητες	ADJ;NOM;PL;FEM
αγδίκητος	αγδίκητα	ADJ;NOM;PL;NEUT
αγδίκητος	αγδίκητου	ADJ;GEN;SG;MASC
αγδίκητος	αγδίκητης	ADJ;GEN;SG;FEM
αγδίκητος	αγδίκητου	ADJ;GEN;SG;NEUT
αγδίκητος	αγδίκητων	ADJ;GEN;PL;MASC
αγδίκητος	αγδίκητων	ADJ;GEN;PL;FEM
αγδίκητος	αγδίκητων	ADJ;GEN;PL;NEUT
αγδίκητος	αγδίκητο	ADJ;ACC;SG;MASC
αγδίκητος	αγδίκητη	ADJ;ACC;SG;FEM
αγδίκητος	αγδίκητο	ADJ;ACC;SG;NEUT
αγδίκητος	αγδίκητους	ADJ;ACC;PL;MASC
αγδίκητος	αγδίκητες	ADJ;ACC;PL;FEM
αγδίκητος	αγδίκητα	ADJ;ACC;PL;NEUT
αγδίκητος	αγδίκητε	ADJ;VOC;SG;MASC
αγδίκητος	αγδίκητη	ADJ;VOC;SG;FEM
αγδίκητος	αγδίκητο	ADJ;VOC;SG;NEUT
αγδίκητος	αγδίκητοι	ADJ;VOC;PL;MASC
αγδίκητος	αγδίκητες	ADJ;VOC;PL;FEM
αγδίκητος	αγδίκητα	ADJ;VOC;PL;NEUT

αεροπειρατεία	αεροπειρατεία	N;NOM;SG
αεροπειρατεία	αεροπειρατείες	N;NOM;PL
αεροπειρατεία	αεροπειρατείας	N;GEN;SG
αεροπειρατεία	αεροπειρατειών	N;GEN;PL
αεροπειρατεία	αεροπειρατεία	N;ACC;SG
αεροπειρατεία	αεροπειρατείες	N;ACC;PL
αεροπειρατεία	αεροπειρατεία	N;VOC;SG
αεροπειρατεία	αεροπειρατείες	N;VOC;PL

σουρεαλιστικός	σουρεαλιστικός	ADJ;NOM;SG;MASC
σουρεαλιστικός	σουρεαλιστική	ADJ;NOM;SG;FEM
σουρεαλιστικός	σουρεαλιστικό	ADJ;NOM;SG;NEUT
σουρεαλιστικός	σουρεαλιστικοί	ADJ;NOM;PL;MASC
σουρεαλιστικός	σουρεαλιστικές	ADJ;NOM;PL;FEM
σουρεαλιστικός	σουρεαλιστικά	ADJ;NOM;PL;NEUT
σουρεαλιστικός	σουρεαλιστικού	ADJ;GEN;SG;MASC
σουρεαλιστικός	σουρεαλιστικής	ADJ;GEN;SG;FEM
σουρεαλιστικός	σουρεαλιστικού	ADJ;GEN;SG;NEUT
σουρεαλιστικός	σουρεαλιστικών	ADJ;GEN;PL;MASC
σουρεαλιστικός	σουρεαλιστικών	ADJ;GEN;PL;FEM
σουρεαλιστικός	σουρεαλιστικών	ADJ;GEN;PL;NEUT
σουρεαλιστικός	σουρεαλιστικό	ADJ;ACC;SG;MASC
σουρεαλιστικός	σουρεαλιστική	ADJ;ACC;SG;FEM
σουρεαλιστικός	σουρεαλιστικό	ADJ;ACC;SG;NEUT
σουρεαλιστικός	σουρεαλιστικούς	ADJ;ACC;PL;MASC
σουρεαλιστικός	σουρεαλιστικές	ADJ;ACC;PL;FEM
σουρεαλιστικός	σουρεαλιστικά	ADJ;ACC;PL;NEUT
σουρεαλιστικός	σουρεαλιστικέ	ADJ;VOC;SG;MASC
σουρεαλιστικός	σουρεαλιστική	ADJ;VOC;SG;FEM
σουρεαλιστικός	σουρεαλιστικό	ADJ;VOC;SG;NEUT
σουρεαλιστικός	σουρεαλιστικοί	ADJ;VOC;PL;MASC
σουρεαλιστικός	σουρεαλιστικές	ADJ;VOC;PL;FEM
σουρεαλιστικός	σουρεαλιστικά	ADJ;VOC;PL;NEUT

τίγρη	τίγρη	N;NOM;SG
τίγρη	τίγρεις	N;NOM;PL
τίγρη	τίγρης τίγρεως	N;GEN;SG
τίγρη	τίγρεων	N;GEN;PL
τίγρη	τίγρη	N;ACC;SG
τίγρη	τίγρεις	N;ACC;PL
τίγρη	τίγρη	N;VOC;SG
τίγρη	τίγρεις	N;VOC;PL

ρεβυθοσλάτα	ρεβυθοσαλάτα	N;NOM;SG
ρεβυθοσλάτα	ρεβυθοσαλάτες	N;NOM;PL
ρεβυθοσλάτα	ρεβυθοσαλάτας	N;GEN;SG
ρεβυθοσλάτα	ρεβυθοσαλατών	N;GEN;PL
ρεβυθοσλάτα	ρεβυθοσαλάτα	N;ACC;SG
ρεβυθοσλάτα	ρεβυθοσαλάτες	N;ACC;PL
ρεβυθοσλάτα	ρεβυθοσαλάτα	N;VOC;SG
ρεβυθοσλάτα	ρεβυθοσαλάτες	N;VOC;PL

ξεχέζω	ξεχέζω	V;1;SG;IPFV;PRS
ξεχέζω	ξέχεζα	V;1;SG;IPFV;PST
ξεχέζω	θα ξεχέζω	V;1;SG;IPFV;FUT
ξεχέζω	να ξεχέζω	V;1;SG;IPFV;SBJV
ξεχέζω	ξεχέζεις	V;2;SG;IPFV;PRS
ξεχέζω	ξέχεζες	V;2;SG;IPFV;PST
ξεχέζω	θα ξεχέζεις	V;2;SG;IPFV;FUT
ξεχέζω	να ξεχέζεις	V;2;SG;IPFV;SBJV
ξεχέζω	ξεχέζε	V;2;SG;IMP
ξεχέζω	ξεχέζει	V;3;SG;IPFV;PRS
ξεχέζω	ξέχεζε	V;3;SG;IPFV;PST
ξεχέζω	θα ξεχέζει	V;3;SG;IPFV;FUT
ξεχέζω	να ξεχέζει	V;3;SG;IPFV;SBJV
ξεχέζω	ξεχέζουμε, ξεχέζομε	V;1;PL;IPFV;PRS
ξεχέζω	ξεχέζαμε	V;1;PL;IPFV;PST
ξεχέζω	θα ξεχέζουμε, ξεχέζομε	V;1;PL;IPFV;FUT
ξεχέζω	να ξεχέζουμε, ξεχέζομε	V;1;PL;IPFV;SBJV
ξεχέζω	ξεχέζετε	V;2;PL;IPFV;PRS
ξεχέζω	ξεχέζατε	V;2;PL;IPFV;PST
ξεχέζω	θα ξεχέζετε	V;2;PL;IPFV;FUT
ξεχέζω	να ξεχέζετε	V;2;PL;IPFV;SBJV
ξεχέζω	ξεχέζετε	V;2;PL;IMP
ξεχέζω	ξεχέζουν, ξεχέζουνε	V;3;PL;IPFV;PRS
ξεχέζω	ξέχεζαν, ξεχέζαν, ξεχέζανε	V;3;PL;IPFV;PST
ξεχέζω	θα ξεχέζουν, ξεχέζουνε	V;3;PL;IPFV;FUT
ξεχέζω	να ξεχέζουν, ξεχέζουνε	V;3;PL;IPFV;SBJV
ξεχέζω	ξέχεσα	V;1;SG;PFV;PST
ξεχέζω	θα ξεχέσω	V;1;SG;PFV;FUT
ξεχέζω	να ξεχέσω	V;1;SG;PFV;SBJV
ξεχέζω	ξέχεσες	V;2;SG;PFV;PST
ξεχέζω	θα ξεχέσεις	V;2;SG;PFV;FUT
ξεχέζω	να ξεχέσεις	V;2;SG;PFV;SBJV
ξεχέζω	ξεχέσε	V;2;SG;IMP
ξεχέζω	ξέχεσε	V;3;SG;PFV;PST
ξεχέζω	θα ξεχέσει	V;3;SG;PFV;FUT
ξεχέζω	να ξεχέσει	V;3;SG;PFV;SBJV
ξεχέζω	ξεχέσαμε	V;1;PL;PFV;PST
ξεχέζω	θα ξεχέσουμε, ξεχέσομε	V;1;PL;PFV;FUT
ξεχέζω	να ξεχέσουμε, ξεχέσομε	V;1;PL;PFV;SBJV
ξεχέζω	ξεχέσατε	V;2;PL;PFV;PST
ξεχέζω	θα ξεχέσετε	V;2;PL;PFV;FUT
ξεχέζω	να ξεχέσετε	V;2;PL;PFV;SBJV
ξεχέζω	ξεχέστε, ξεχέστε	V;2;PL;IMP
ξεχέζω	ξέχεσαν, ξεχέσαν, ξεχέσανε	V;3;PL;PFV;PST
ξεχέζω	θα ξεχέσουν, ξεχέσουνε	V;3;PL;PFV;FUT
ξεχέζω	να ξεχέσουν, ξεχέσουνε	V;3;PL;PFV;SBJV
ξεχέζω	έχω ξεχέσει	V;1;SG;PRF;PRS
ξεχέζω	είχα ξεχέσει	V;1;SG;PRF;PST
ξεχέζω	θα έχω ξεχέσει	V;1;SG;PRF;FUT
ξεχέζω	να έχω ξεχέσει	V;1;SG;PRF;SBJV
ξεχέζω	έχεις ξεχέσει	V;2;SG;PRF;PRS
ξεχέζω	είχες ξεχέσει	V;2;SG;PRF;PST
ξεχέζω	θα έχεις ξεχέσει	V;2;SG;PRF;FUT
ξεχέζω	να έχεις ξεχέσει	V;2;SG;PRF;SBJV
ξεχέζω	έχει ξεχέσει	V;3;SG;PRF;PRS
ξεχέζω	είχε ξεχέσει	V;3;SG;PRF;PST
ξεχέζω	θα έχει ξεχέσει	V;3;SG;PRF;FUT
ξεχέζω	να έχει ξεχέσει	V;3;SG;PRF;SBJV
ξεχέζω	έχουμε ξεχέσει	V;1;PL;PRF;PRS
ξεχέζω	είχαμε ξεχέσει	V;1;PL;PRF;PST
ξεχέζω	θα έχουμε ξεχέσει	V;1;PL;PRF;FUT
ξεχέζω	να έχουμε ξεχέσει	V;1;PL;PRF;SBJV
ξεχέζω	έχετε ξεχέσει	V;2;PL;PRF;PRS
ξεχέζω	είχατε ξεχέσει	V;2;PL;PRF;PST
ξεχέζω	θα έχετε ξεχέσει	V;2;PL;PRF;FUT
ξεχέζω	να έχετε ξεχέσει	V;2;PL;PRF;SBJV
ξεχέζω	έχουν ξεχέσει	V;3;PL;PRF;PRS
ξεχέζω	είχαν ξεχέσει	V;3;PL;PRF;PST
ξεχέζω	θα έχουν ξεχέσει	V;3;PL;PRF;FUT
ξεχέζω	να έχουν ξεχέσει	V;3;PL;PRF;SBJV
ξεχέζω	ξεχέζοντας	V;PTCP
ξεχέζω	ξεχέσει	V;NFIN

βιβλιοπωλείο	βιβλιοπωλείο	N;NOM;SG
βιβλιοπωλείο	βιβλιοπωλεία	N;NOM;PL
βιβλιοπωλείο	βιβλιοπωλείου	N;GEN;SG
βιβλιοπωλείο	βιβλιοπωλείων	N;GEN;PL
βιβλιοπωλείο	βιβλιοπωλείο	N;ACC;SG
βιβλιοπωλείο	βιβλιοπωλεία	N;ACC;PL
βιβλιοπωλείο	βιβλιοπωλείο	N;VOC;SG
βιβλιοπωλείο	βιβλιοπωλεία	N;VOC;PL

διαγωγή	διαγωγή	N;NOM;SG
διαγωγή	διαγωγής	N;GEN;SG
διαγωγή	διαγωγή	N;ACC;SG
διαγωγή	διαγωγή	N;VOC;SG

παρθενικός	παρθενικός	ADJ;NOM;SG;MASC
παρθενικός	παρθενική	ADJ;NOM;SG;FEM
παρθενικός	παρθενικό	ADJ;NOM;SG;NEUT
παρθενικός	παρθενικοί	ADJ;NOM;PL;MASC
παρθενικός	παρθενικές	ADJ;NOM;PL;FEM
παρθενικός	παρθενικά	ADJ;NOM;PL;NEUT
παρθενικός	παρθενικού	ADJ;GEN;SG;MASC
παρθενικός	παρθενικής	ADJ;GEN;SG;FEM
παρθενικός	παρθενικού	ADJ;GEN;SG;NEUT
παρθενικός	παρθενικών	ADJ;GEN;PL;MASC
παρθενικός	παρθενικών	ADJ;GEN;PL;FEM
παρθενικός	παρθενικών	ADJ;GEN;PL;NEUT
παρθενικός	παρθενικό	ADJ;ACC;SG;MASC
παρθενικός	παρθενική	ADJ;ACC;SG;FEM
παρθενικός	παρθενικό	ADJ;ACC;SG;NEUT
παρθενικός	παρθενικούς	ADJ;ACC;PL;MASC
παρθενικός	παρθενικές	ADJ;ACC;PL;FEM
παρθενικός	παρθενικά	ADJ;ACC;PL;NEUT
παρθενικός	παρθενικέ	ADJ;VOC;SG;MASC
παρθενικός	παρθενική	ADJ;VOC;SG;FEM
παρθενικός	παρθενικό	ADJ;VOC;SG;NEUT
παρθενικός	παρθενικοί	ADJ;VOC;PL;MASC
παρθενικός	παρθενικές	ADJ;VOC;PL;FEM
παρθενικός	παρθενικά	ADJ;VOC;PL;NEUT

λιτότητα	λιτότητα	N;NOM;SG
λιτότητα	λιτότητας	N;GEN;SG
λιτότητα	λιτότητα	N;ACC;SG
λιτότητα	λιτότητα	N;VOC;SG

αγνωστοποίητος	αγνωστοποίητος	ADJ;NOM;SG;MASC
αγνωστοποίητος	αγνωστοποίητη	ADJ;NOM;SG;FEM
αγνωστοποίητος	αγνωστοποίητο	ADJ;NOM;SG;NEUT
αγνωστοποίητος	αγνωστοποίητοι	ADJ;NOM;PL;MASC
